일시,강우량(mm),유입량(㎥/s),최저기온(°C),최고기온(°C),평균 풍속(m/s),평균 상대습도(%),합계 일사량(MJ/m2),호우경보
2016-07-04,54.2,136.0,19.3,25.1,1.7,89.6,6.23,0.0
2016-07-05,189.3,3918.5,17.8,20.8,2.4,99.4,1.38,4.0
2016-07-06,5.6,1716.18,17.5,26.9,1.2,86.9,15.67,0.0
2016-07-07,0.2,483.22,20.2,28.0,1.1,84.3,15.29,0.0
2016-07-08,0.0,255.72,20.1,32.5,1.1,80.3,22.39,0.0
2016-07-09,0.0,160.56,20.7,33.5,1.3,74.9,24.51,0.0
2016-07-10,0.0,110.78,22.1,33.0,1.2,77.6,21.17,0.0
2016-07-11,0.0,79.41,22.4,33.8,1.3,74.4,23.04,0.0
2016-07-12,7.1,77.0,23.6,27.9,0.8,91.4,8.3,0.0
2016-07-13,0.0,53.98,23.0,29.4,1.3,81.8,14.8,0.0
2016-07-14,4.6,53.18,22.9,30.9,1.6,75.6,20.33,0.0
2016-07-15,0.2,37.63,20.4,29.2,1.8,71.0,16.41,0.0
2016-07-16,55.4,211.42,19.1,23.1,1.8,98.3,3.67,0.0
2016-07-17,10.0,298.16,20.3,23.6,0.9,95.4,4.56,0.0
2016-07-18,0.6,243.92,21.1,28.9,1.1,81.4,19.14,0.0
2016-07-19,0.1,165.09,20.5,31.1,1.3,82.0,20.67,0.0
2016-07-20,0.0,110.52,20.7,32.4,1.7,70.5,22.2,0.0
2016-07-21,0.0,83.13,22.8,31.3,1.6,68.0,18.27,0.0
2016-07-22,0.0,67.72,22.4,34.2,1.6,72.9,24.94,0.0
2016-07-23,9.0,73.39,24.4,31.1,1.1,84.5,11.65,0.0
2016-07-24,6.4,90.71,25.3,28.9,0.8,96.6,5.33,0.0
2016-07-25,0.8,84.93,24.9,31.2,0.8,90.1,10.81,0.0
2016-07-26,0.1,63.48,24.4,31.3,1.1,83.4,13.93,0.0
2016-07-27,0.8,63.49,24.5,27.2,0.7,93.6,3.14,0.0
2016-07-28,4.3,52.02,24.9,32.0,1.4,80.1,21.01,0.0
2016-07-29,3.4,52.03,22.9,26.9,0.7,94.1,5.49,0.0
2016-07-30,0.0,46.23,25.0,32.8,1.0,88.3,15.92,0.0
2016-07-31,11.8,40.46,24.7,33.4,1.2,86.8,17.18,0.0
2016-08-01,1.3,63.58,23.5,32.3,1.0,87.6,16.09,0.0
2016-08-02,12.2,52.06,23.0,31.8,1.0,84.9,16.95,0.0
2016-08-03,0.0,57.76,22.7,33.7,1.2,80.1,22.66,0.0
2016-08-04,0.0,36.25,23.7,34.3,1.3,76.3,23.84,0.0
2016-08-05,0.0,47.85,21.7,35.0,1.4,74.6,23.56,0.0
2016-08-06,0.0,30.46,22.9,35.7,1.3,76.5,23.22,0.0
2016-08-07,0.0,24.69,25.2,34.9,1.3,79.1,21.22,0.0
2016-08-08,0.4,24.64,24.5,35.4,1.6,76.6,21.91,0.0
2016-08-09,0.0,30.45,24.0,34.0,1.5,77.6,20.71,0.0
2016-08-10,0.0,18.94,25.2,33.2,1.2,82.6,15.35,0.0
2016-08-11,0.0,13.16,24.7,35.5,1.1,79.5,20.82,0.0
2016-08-12,0.0,18.87,24.2,35.7,1.3,77.6,22.56,0.0
2016-08-13,0.0,13.17,25.1,34.9,1.2,81.9,15.8,0.0
2016-08-14,1.1,18.98,25.8,33.5,1.1,88.4,11.96,0.0
2016-08-15,0.3,13.17,25.5,33.8,1.2,77.6,18.9,0.0
2016-08-16,2.5,13.21,25.0,34.5,1.4,76.5,20.14,0.0
2016-08-17,0.1,15.02,23.9,34.2,1.4,77.4,21.35,0.0
2016-08-18,0.0,14.45,23.5,34.2,1.2,80.3,15.6,0.0
2016-08-19,1.4,8.75,25.0,31.8,1.5,84.3,11.0,0.0
2016-08-20,0.0,8.78,24.8,34.0,1.6,71.3,17.66,0.0
2016-08-21,12.6,26.0,24.4,32.9,1.4,79.1,13.66,0.0
2016-08-22,0.1,8.79,22.8,33.9,1.7,75.5,20.2,0.0
2016-08-23,0.1,15.14,22.6,33.7,1.7,72.8,21.03,0.0
2016-08-24,0.0,9.39,24.5,32.5,1.0,74.9,14.37,0.0
2016-08-25,17.3,15.21,22.8,32.4,1.3,80.9,12.72,0.0
2016-08-26,19.8,49.58,15.4,26.8,2.3,67.4,16.44,0.0
2016-08-27,0.2,38.09,13.0,27.1,2.5,65.9,20.89,0.0
2016-08-28,20.5,38.13,17.2,20.5,2.5,82.1,5.39,0.0
2016-08-29,12.1,199.14,16.2,22.6,1.2,81.3,7.44,0.0
2016-08-30,4.1,113.18,16.9,22.4,1.4,78.5,7.67,0.0
2016-08-31,11.8,84.41,16.7,19.0,2.9,84.6,2.42,0.0
2016-09-01,8.2,97.31,14.8,28.5,1.4,85.4,14.32,0.0
2016-09-02,0.8,79.99,19.1,28.5,1.2,83.0,13.57,0.0
2016-09-03,4.4,62.56,20.3,28.4,1.4,86.5,12.4,0.0
2016-09-04,3.0,56.79,21.1,27.7,1.4,83.9,11.41,0.0
2016-09-05,0.4,51.0,21.5,30.8,1.1,79.4,16.4,0.0
2016-09-06,0.0,45.16,20.3,27.6,1.0,86.4,9.43,0.0
2016-09-07,0.1,33.59,19.1,28.8,1.1,81.1,14.04,0.0
2016-09-08,9.1,45.17,18.9,27.8,1.1,87.0,16.18,0.0
2016-09-09,8.9,45.2,18.9,27.9,1.2,84.5,15.04,0.0
2016-09-10,0.5,42.65,17.3,27.9,1.2,84.0,15.18,0.0
2016-09-11,0.9,37.12,19.5,27.1,1.0,84.5,12.43,0.0
2016-09-12,4.5,36.85,19.6,27.2,0.9,83.1,11.77,0.0
2016-09-13,0.1,40.35,17.1,28.9,1.3,76.8,19.29,0.0
2016-09-14,0.0,22.85,19.9,27.4,1.0,84.9,13.07,0.0
2016-09-15,0.1,28.72,19.0,26.9,0.7,85.0,10.81,0.0
2016-09-16,0.0,28.73,19.0,26.9,0.8,85.6,10.41,0.0
2016-09-17,3.0,28.77,19.3,27.2,1.4,78.9,13.2,0.0
2016-09-18,0.1,17.1,17.4,24.9,1.8,72.9,12.8,0.0
2016-09-19,1.7,16.9,14.8,24.8,2.3,72.3,15.73,0.0
2016-09-20,0.2,28.59,11.6,24.5,1.7,62.3,18.65,0.0
2016-09-21,0.0,22.9,9.5,24.3,1.4,72.5,16.54,0.0
2016-09-22,0.0,17.07,14.2,26.1,1.5,70.6,16.24,0.0
2016-09-23,0.0,17.13,12.8,26.5,0.9,79.1,16.29,0.0
2016-09-24,0.0,17.1,13.8,26.9,1.0,79.5,15.0,0.0
2016-09-25,0.0,11.25,15.7,27.2,0.8,81.8,11.85,0.0
2016-09-26,0.0,22.81,17.0,27.9,1.0,80.9,11.8,0.0
2016-09-27,8.4,16.75,18.1,20.8,0.7,97.3,3.03,0.0
2016-09-28,0.3,16.7,18.5,22.7,1.3,83.8,6.07,0.0
2016-09-29,0.0,14.1,16.6,22.0,1.8,69.3,7.42,0.0
2016-09-30,0.0,14.03,16.1,23.9,1.0,83.0,10.64,0.0
2016-10-01,0.0,8.92,16.3,24.7,0.8,83.6,10.62,0.0
2016-10-02,20.8,28.4,16.5,19.1,1.2,97.8,2.59,0.0
2016-10-03,42.6,202.87,16.7,28.1,1.1,86.0,12.99,0.0
2016-10-04,0.1,126.63,14.8,25.7,2.2,76.6,16.06,0.0
2016-10-05,6.1,73.58,15.6,24.3,1.7,83.1,8.04,0.0
2016-10-06,0.0,49.99,13.8,24.0,1.0,80.5,15.33,0.0
2016-10-07,2.5,49.97,14.8,23.4,1.3,81.0,9.72,0.0
2016-10-08,3.4,44.05,13.3,22.1,2.0,68.6,11.76,0.0
2016-10-09,0.0,38.13,6.0,17.2,1.3,61.5,16.1,0.0
2016-10-10,0.0,26.36,5.8,20.2,1.0,69.5,15.92,0.0
2016-10-11,0.0,25.87,6.9,20.1,1.0,77.0,11.87,0.0
2016-10-12,0.0,31.76,8.7,21.0,0.9,76.0,14.21,0.0
2016-10-13,0.0,19.98,7.1,21.6,1.0,71.8,14.77,0.0
2016-10-14,0.0,20.01,7.4,21.2,0.7,82.4,11.86,0.0
2016-10-15,0.0,23.2,10.9,21.8,0.7,87.0,8.96,0.0
2016-10-16,0.0,17.28,12.8,17.1,0.5,94.6,3.36,0.0
2016-10-17,0.0,17.22,12.1,22.0,0.8,85.4,9.38,0.0
2016-10-18,0.0,14.08,11.0,23.5,1.0,83.1,12.55,0.0
2016-10-19,0.0,14.09,12.3,24.0,1.0,80.5,12.5,0.0
2016-10-20,0.0,20.01,10.6,23.8,1.8,76.4,11.55,0.0
2016-10-21,0.0,14.08,14.3,21.1,1.3,75.0,8.7,0.0
2016-10-22,0.2,19.96,13.1,21.5,1.3,69.5,9.8,0.0
2016-10-23,0.4,8.19,7.4,17.0,2.6,68.4,2.2,0.0
2016-10-24,0.0,14.09,4.6,18.7,0.9,78.0,13.08,0.0
2016-10-25,24.2,38.57,10.9,16.0,0.8,96.5,4.04,0.0
2016-10-26,0.0,38.54,10.0,15.1,0.7,89.6,4.62,0.0
2016-10-27,0.0,26.77,8.2,20.7,1.0,78.6,11.49,0.0
2016-10-28,0.3,26.78,9.8,17.2,0.8,79.5,5.47,0.0
2016-10-29,0.2,14.98,4.4,13.7,1.5,59.9,6.12,0.0
2016-10-30,0.0,20.91,-1.6,13.9,0.7,63.3,13.13,0.0
2016-10-31,0.0,14.87,2.1,9.0,1.2,68.4,1.77,0.0
2016-11-01,0.0,20.42,-4.0,8.9,1.2,51.8,12.96,0.0
2016-11-02,0.0,8.86,-5.5,10.7,1.2,63.8,12.17,0.0
2016-11-03,0.1,26.35,2.7,12.7,1.1,75.8,8.59,0.0
2016-11-04,0.0,2.9,3.0,13.2,0.7,78.4,3.71,0.0
2016-11-05,0.1,14.71,10.2,17.8,2.1,77.8,4.07,0.0
2016-11-06,0.0,14.67,9.5,13.5,2.6,65.3,3.95,0.0
2016-11-07,6.0,14.92,9.5,15.6,1.0,78.0,4.15,0.0
2016-11-08,0.7,14.74,0.5,11.2,1.8,69.0,8.42,0.0
2016-11-09,0.0,18.97,-3.4,9.4,0.7,70.8,11.49,0.0
2016-11-10,4.9,13.24,-0.9,6.6,0.7,83.3,3.97,0.0
2016-11-11,1.5,19.13,2.5,13.6,1.4,77.0,8.39,0.0
2016-11-12,0.0,13.3,0.7,16.3,1.1,74.3,8.81,0.0
2016-11-13,0.1,13.42,8.9,16.2,0.6,90.0,5.17,0.0
2016-11-14,0.4,13.42,8.6,12.2,0.5,99.9,1.61,0.0
2016-11-15,0.0,19.34,0.8,12.6,1.0,71.1,10.36,0.0
2016-11-16,0.0,7.82,-2.5,11.2,0.6,74.8,9.22,0.0
2016-11-17,0.0,13.67,-0.5,14.3,0.5,79.4,9.47,0.0
2016-11-18,0.1,15.31,0.5,9.4,0.5,90.0,4.42,0.0
2016-11-19,0.0,9.56,6.7,19.0,1.4,71.9,8.81,0.0
2016-11-20,0.0,15.18,4.0,16.6,1.0,61.3,9.47,0.0
2016-11-21,0.0,9.66,1.6,10.0,0.8,71.8,3.13,0.0
2016-11-22,1.7,9.68,0.7,8.4,1.7,52.6,6.18,0.0
2016-11-23,0.2,2.51,-4.2,5.9,1.1,46.6,8.22,0.0
2016-11-24,0.1,12.58,-8.2,5.2,1.1,50.4,10.32,0.0
2016-11-25,0.0,12.65,-7.9,6.4,0.5,65.6,9.84,0.0
2016-11-26,0.5,1.44,-5.3,1.1,0.6,88.1,2.32,0.0
2016-11-27,0.4,7.18,0.9,4.0,0.6,96.6,2.43,0.0
2016-11-28,0.0,10.05,-3.6,6.0,0.9,84.0,6.38,0.0
2016-11-29,0.0,10.15,-6.6,7.6,0.6,74.8,10.33,0.0
2016-11-30,0.5,4.51,-2.8,6.4,0.6,80.9,3.74,0.0
2016-12-01,0.1,10.26,-2.9,8.2,2.6,45.5,9.0,0.0
2016-12-02,0.0,4.63,-7.1,8.3,0.9,62.4,10.48,0.0
2016-12-03,0.0,3.31,-5.8,9.0,0.5,79.0,9.13,0.0
2016-12-04,0.0,3.49,-1.9,6.2,0.5,87.6,3.93,0.0
2016-12-05,0.5,3.68,-0.4,10.5,1.6,76.1,3.56,0.0
2016-12-06,0.0,14.75,-5.7,4.4,1.7,47.3,9.72,0.0
2016-12-07,0.0,4.06,-6.4,4.3,0.7,72.8,5.07,0.0
2016-12-08,0.1,4.43,-4.7,4.8,0.8,85.5,5.09,0.0
2016-12-09,3.7,11.0,-3.8,5.6,1.3,75.5,8.33,0.0
2016-12-10,0.0,5.63,-7.2,4.5,0.9,74.3,10.1,0.0
2016-12-11,0.1,0.33,-8.7,4.0,0.7,73.4,10.81,0.0
2016-12-12,0.0,2.31,-7.4,2.6,0.9,78.4,4.86,0.0
2016-12-13,0.2,7.89,-3.5,9.1,0.6,74.8,7.78,0.0
2016-12-14,1.1,8.01,-0.5,2.7,1.1,90.0,2.62,0.0
2016-12-15,0.2,2.63,-8.4,0.4,2.0,60.5,9.45,0.0
2016-12-16,0.0,2.8,-11.7,0.3,1.3,59.8,10.21,0.0
2016-12-17,0.0,2.94,-5.6,5.1,0.6,70.4,4.81,0.0
2016-12-18,0.0,8.36,-2.1,5.5,0.5,90.6,3.06,0.0
2016-12-19,0.0,8.47,-0.9,7.9,0.6,89.0,4.27,0.0
2016-12-20,0.0,8.57,-0.6,6.7,0.8,97.5,4.13,0.0
2016-12-21,18.4,14.06,0.4,7.2,1.3,95.9,4.33,0.0
2016-12-22,42.6,153.95,3.6,8.0,2.0,95.0,0.67,0.0
2016-12-23,0.5,151.07,-1.9,3.6,2.8,68.5,3.76,0.0
2016-12-24,0.2,86.49,-2.2,0.6,0.8,72.6,2.61,0.0
2016-12-25,0.0,70.37,-1.9,5.2,0.8,82.4,6.5,0.0
2016-12-26,0.5,48.65,-0.8,3.6,0.5,94.1,1.86,0.0
2016-12-27,3.9,48.73,-5.0,2.8,1.5,73.6,4.44,0.0
2016-12-28,0.0,48.8,-8.5,2.9,1.2,63.4,9.91,0.0
2016-12-29,0.0,37.9,-7.3,0.5,1.9,49.6,9.66,0.0
2016-12-30,0.0,21.44,-11.0,1.7,0.8,68.4,9.71,0.0
2016-12-31,0.0,26.96,-4.1,5.9,0.8,80.5,7.1,0.0
2017-01-01,0.0,23.8,-4.6,3.2,0.5,93.3,4.07,0.0
2017-01-02,0.0,23.83,-0.9,8.7,1.0,87.9,4.98,0.0
2017-01-03,0.0,18.4,-4.3,7.4,1.2,78.3,6.97,0.0
2017-01-04,0.0,29.36,-3.6,9.2,0.7,79.0,8.62,0.0
2017-01-05,0.2,23.99,-3.5,7.4,1.8,73.9,5.39,0.0
2017-01-06,0.0,13.05,-1.2,10.6,0.9,77.4,9.3,0.0
2017-01-07,0.1,18.57,-3.2,7.4,0.8,89.1,6.46,0.0
2017-01-08,1.0,13.15,-0.7,10.9,1.0,78.4,6.43,0.0
2017-01-09,0.6,18.64,-3.5,6.5,2.3,59.8,8.47,0.0
2017-01-10,0.0,13.37,-7.1,3.1,2.0,54.0,10.16,0.0
2017-01-11,0.0,13.37,-11.5,1.5,1.9,41.6,10.22,0.0
2017-01-12,0.0,7.92,-7.3,2.9,2.4,47.4,10.49,0.0
2017-01-13,0.0,13.39,-7.8,-0.3,2.2,43.1,8.58,0.0
2017-01-14,0.0,8.06,-13.5,-3.8,1.9,47.9,10.85,0.0
2017-01-15,0.0,8.12,-15.6,-0.1,0.8,57.3,11.19,0.0
2017-01-16,0.0,8.18,-13.8,3.4,0.7,63.4,11.24,0.0
2017-01-17,0.0,8.27,-11.8,4.7,0.7,61.9,10.51,0.0
2017-01-18,0.0,13.7,-8.7,3.6,0.8,72.3,6.07,0.0
2017-01-19,0.0,8.43,-7.7,4.5,0.7,76.9,7.22,0.0
2017-01-20,2.5,8.5,-6.1,0.8,1.4,71.4,5.24,0.0
2017-01-21,0.3,13.9,-12.1,-0.3,1.2,79.5,7.23,0.0
2017-01-22,0.3,8.59,-11.6,-3.0,2.5,49.4,11.02,0.0
2017-01-23,0.0,8.67,-15.9,-2.6,1.2,63.5,11.05,0.0
2017-01-24,0.0,8.74,-15.9,-0.3,1.1,64.9,11.42,0.0
2017-01-25,0.0,3.52,-15.0,1.3,1.0,63.6,11.11,0.0
2017-01-26,0.0,8.94,-13.6,2.2,1.4,64.9,7.72,0.0
2017-01-27,3.2,9.0,-8.7,2.9,2.4,62.1,11.36,0.0
2017-01-28,0.2,8.77,-12.5,2.6,0.7,69.5,10.5,0.0
2017-01-29,6.9,14.38,-2.2,1.0,0.6,88.4,2.15,0.0
2017-01-30,0.9,3.95,-6.7,0.7,1.9,73.0,2.04,0.0
2017-01-31,0.3,14.52,-12.8,0.5,0.9,76.5,12.66,0.0
2017-02-01,0.0,6.64,-12.3,2.4,1.3,65.4,11.82,0.0
2017-02-02,0.0,6.85,-14.4,4.2,1.2,65.8,13.21,0.0
2017-02-03,0.0,12.18,-9.3,6.3,1.0,76.5,11.73,0.0
2017-02-04,0.0,7.22,-7.5,1.4,0.6,85.6,3.98,0.0
2017-02-05,0.7,2.01,-0.6,3.0,0.9,79.5,3.34,0.0
2017-02-06,0.0,12.56,-5.8,4.0,1.3,62.6,11.96,0.0
2017-02-07,0.0,2.36,-8.9,2.4,0.8,71.9,7.43,0.0
2017-02-08,0.0,7.71,-7.5,2.8,1.1,66.9,7.15,0.0
2017-02-09,0.0,7.85,-9.6,-0.3,2.1,58.0,11.75,0.0
2017-02-10,0.0,2.8,-11.6,-1.2,2.0,50.3,12.88,0.0
2017-02-11,0.0,8.05,-13.6,1.0,1.3,59.8,13.87,0.0
2017-02-12,0.0,3.11,-11.5,5.1,1.1,63.4,14.19,0.0
2017-02-13,0.0,8.38,-10.0,5.9,1.1,68.3,12.57,0.0
2017-02-14,0.0,8.49,-8.5,7.3,1.0,62.4,13.99,0.0
2017-02-15,0.0,3.59,-8.2,8.4,1.1,59.9,12.33,0.0
2017-02-16,0.0,3.7,-6.4,11.6,0.9,70.4,9.95,0.0
2017-02-17,6.2,19.02,-1.6,8.8,2.5,54.4,14.96,0.0
2017-02-18,0.0,14.08,-7.9,4.5,1.9,50.4,14.73,0.0
2017-02-19,1.5,9.16,-6.5,4.3,1.1,81.3,6.27,0.0
2017-02-20,1.3,24.27,-4.5,2.4,2.2,63.6,14.58,0.0
2017-02-21,0.0,4.65,-8.3,6.8,1.0,60.8,15.82,0.0
2017-02-22,3.5,4.55,-1.6,1.9,0.7,85.0,3.02,0.0
2017-02-23,0.1,9.67,-3.8,4.2,2.0,62.1,12.49,0.0
2017-02-24,0.0,9.83,-8.3,5.3,1.7,63.0,16.73,0.0
2017-02-25,0.1,5.0,-5.5,7.7,1.7,65.3,14.45,0.0
2017-02-26,0.0,10.09,-4.7,10.1,0.9,63.4,16.4,0.0
2017-02-27,0.0,5.33,-5.4,11.3,1.0,57.9,16.83,0.0
2017-02-28,0.0,5.44,-5.1,12.3,1.0,59.0,15.32,0.0
2017-03-01,0.0,11.0,-0.4,9.3,0.9,70.3,5.82,0.0
2017-03-02,1.8,6.27,-0.9,7.0,1.7,77.5,9.37,0.0
2017-03-03,0.0,10.96,-5.6,9.9,1.3,67.6,16.26,0.0
2017-03-04,0.0,11.05,-3.8,12.8,0.9,69.1,16.19,0.0
2017-03-05,0.5,6.31,-3.2,12.1,1.5,70.4,12.16,0.0
2017-03-06,0.4,10.91,-1.3,5.8,2.5,41.3,17.48,0.0
2017-03-07,0.0,6.13,-3.3,4.3,2.9,33.6,18.61,0.0
2017-03-08,0.0,11.0,-7.4,5.5,2.2,51.8,13.94,0.0
2017-03-09,0.0,11.05,-5.0,10.0,2.5,49.5,13.4,0.0
2017-03-10,0.0,11.09,-5.4,12.4,1.3,48.5,18.45,0.0
2017-03-11,0.0,6.57,-4.1,16.4,1.0,49.0,17.66,0.0
2017-03-12,0.0,6.38,0.5,13.5,1.3,59.8,8.12,0.0
2017-03-13,0.0,11.1,-0.6,14.4,1.2,59.1,18.56,0.0
2017-03-14,0.0,6.47,-2.3,12.0,1.5,59.8,14.68,0.0
2017-03-15,0.0,11.89,-4.6,12.8,1.0,51.8,19.32,0.0
2017-03-16,0.0,12.04,-4.0,14.0,1.1,50.5,18.1,0.0
2017-03-17,0.0,16.81,-3.1,16.3,1.1,47.4,18.66,0.0
2017-03-18,0.0,12.19,3.3,17.1,1.4,43.3,16.12,0.0
2017-03-19,0.0,12.25,-1.2,19.0,1.0,47.1,18.7,0.0
2017-03-20,0.0,7.72,0.0,14.4,0.7,55.4,8.22,0.0
2017-03-21,0.8,21.92,0.6,10.6,1.1,73.3,9.32,0.0
2017-03-22,0.0,7.83,-3.1,15.7,1.3,57.1,18.31,0.0
2017-03-23,0.0,12.65,0.5,15.5,1.4,53.5,15.83,0.0
2017-03-24,0.0,12.7,-0.7,14.3,1.4,60.9,15.81,0.0
2017-03-25,2.2,8.12,1.6,7.7,1.0,86.4,5.34,0.0
2017-03-26,5.0,17.56,3.7,10.8,1.3,85.0,10.94,0.0
2017-03-27,1.3,17.63,1.8,9.2,1.2,90.0,7.12,0.0
2017-03-28,0.0,13.02,1.9,9.5,0.9,86.3,8.38,0.0
2017-03-29,0.0,13.75,-0.5,15.4,1.1,68.1,17.52,0.0
2017-03-30,0.0,17.93,-0.9,18.9,0.9,58.4,17.2,0.0
2017-03-31,10.1,22.57,5.8,10.6,1.7,89.5,2.61,0.0
2017-04-01,7.5,31.86,4.0,11.7,1.1,86.8,13.2,0.0
2017-04-02,0.0,27.28,2.0,15.7,1.7,68.0,16.81,0.0
2017-04-03,0.0,36.53,-0.3,20.6,1.3,57.1,20.75,0.0
2017-04-04,0.0,31.92,2.2,21.5,1.3,53.8,18.91,0.0
2017-04-05,11.9,41.17,7.6,12.4,1.4,81.8,4.25,0.0
2017-04-06,5.8,73.39,9.8,16.7,1.6,82.6,14.23,0.0
2017-04-07,0.0,91.81,9.5,25.1,1.1,69.3,20.37,0.0
2017-04-08,0.1,73.48,8.6,23.4,1.3,65.3,18.03,0.0
2017-04-09,4.3,73.45,10.4,17.8,2.4,60.4,17.26,0.0
2017-04-10,0.0,55.49,5.2,22.4,1.7,40.8,23.54,0.0
2017-04-11,0.5,47.52,10.2,22.4,1.6,40.8,18.54,0.0
2017-04-12,0.0,47.63,5.6,17.7,2.7,27.5,23.14,0.0
2017-04-13,0.0,33.62,1.0,19.3,2.0,45.5,22.09,0.0
2017-04-14,4.6,33.55,6.4,20.2,1.9,69.8,12.12,0.0
2017-04-15,0.1,38.2,11.0,24.0,1.5,64.3,16.81,0.0
2017-04-16,0.0,28.93,9.2,26.0,1.3,61.1,17.59,0.0
2017-04-17,11.6,38.26,10.0,18.9,1.9,73.8,4.07,0.0
2017-04-18,13.7,48.95,7.4,14.8,1.3,83.3,6.51,0.0
2017-04-19,0.0,63.0,5.4,19.6,2.5,50.4,23.84,0.0
2017-04-20,0.3,58.41,8.9,18.4,1.4,61.5,12.59,0.0
2017-04-21,2.6,58.4,4.1,20.3,1.3,59.9,19.08,0.0
2017-04-22,0.1,49.11,6.1,22.0,1.4,55.4,23.45,0.0
2017-04-23,0.0,39.7,5.1,22.7,1.7,49.9,24.46,0.0
2017-04-24,0.0,32.66,4.0,22.7,1.8,47.0,23.13,0.0
2017-04-25,0.0,32.77,9.8,22.2,2.1,44.9,15.6,0.0
2017-04-26,0.0,28.22,9.0,21.3,2.1,35.8,25.62,0.0
2017-04-27,0.0,23.68,3.9,20.6,2.0,44.6,21.04,0.0
2017-04-28,0.0,19.08,4.5,22.7,2.1,50.3,22.07,0.0
2017-04-29,0.0,23.85,6.1,24.7,1.8,50.0,23.65,0.0
2017-04-30,0.0,23.9,7.7,28.6,1.7,53.1,21.22,0.0
2017-05-01,0.0,19.38,12.8,27.9,1.5,37.4,25.38,0.0
2017-05-02,0.0,14.94,10.1,28.6,1.2,53.4,22.34,0.0
2017-05-03,0.0,15.08,11.1,30.3,1.3,52.0,24.27,0.0
2017-05-04,0.0,10.81,11.0,28.3,1.1,54.1,18.7,0.0
2017-05-05,0.0,10.97,17.5,27.6,2.2,54.0,22.25,0.0
2017-05-06,0.0,11.11,8.3,20.9,3.3,32.9,24.69,0.0
2017-05-07,0.0,6.84,10.7,23.6,2.9,35.9,25.19,0.0
2017-05-08,0.0,11.6,7.5,25.0,1.8,50.5,18.31,0.0
2017-05-09,1.1,11.81,14.4,21.2,1.1,79.8,6.63,0.0
2017-05-10,0.3,11.99,13.6,21.7,1.5,77.3,11.7,0.0
2017-05-11,0.0,7.73,11.5,25.0,1.5,73.6,21.05,0.0
2017-05-12,5.1,12.4,14.1,21.2,1.0,90.1,5.61,0.0
2017-05-13,9.4,17.03,13.5,23.0,2.1,79.6,8.95,0.0
2017-05-14,0.2,8.34,12.0,21.2,3.2,50.3,23.37,0.0
2017-05-15,0.0,17.27,11.3,18.9,1.6,64.1,15.4,0.0
2017-05-16,0.0,8.73,11.8,21.8,1.1,74.4,17.15,0.0
2017-05-17,1.9,8.91,10.2,27.0,1.2,70.5,25.04,0.0
2017-05-18,0.0,5.93,11.9,27.7,1.7,61.0,24.57,0.0
2017-05-19,0.0,10.58,11.8,29.6,1.9,52.4,26.1,0.0
2017-05-20,0.0,2.24,11.9,30.8,1.4,52.4,24.12,0.0
2017-05-21,0.0,6.97,14.6,28.8,1.5,55.5,25.66,0.0
2017-05-22,0.0,2.83,13.5,29.3,1.4,60.9,24.2,0.0
2017-05-23,11.4,11.63,14.3,24.5,1.3,82.0,11.67,0.0
2017-05-24,1.2,7.55,16.5,28.0,1.3,70.0,26.67,0.0
2017-05-25,0.0,7.84,12.6,25.7,2.7,55.8,24.13,0.0
2017-05-26,0.1,8.18,8.5,21.7,1.2,54.3,18.76,0.0
2017-05-27,0.0,4.87,11.2,27.4,1.3,58.3,26.43,0.0
2017-05-28,0.0,1.09,11.8,28.3,1.7,62.0,19.57,0.0
2017-05-29,0.0,5.78,18.7,30.2,1.6,63.1,18.52,0.0
2017-05-30,0.0,2.01,16.5,29.5,1.6,55.6,19.34,0.0
2017-05-31,0.0,2.43,13.7,29.6,1.1,51.0,17.7,0.0
2017-06-01,5.2,7.04,15.8,28.3,1.9,61.0,18.26,0.0
2017-06-02,0.1,0.92,12.0,26.7,1.8,49.1,26.56,0.0
2017-06-03,0.0,1.01,14.9,26.3,1.7,44.0,24.03,0.0
2017-06-04,1.8,9.35,11.4,28.7,1.9,49.3,26.5,0.0
2017-06-05,0.2,1.34,13.9,29.5,1.9,50.4,28.53,0.0
2017-06-06,10.6,7.73,14.6,22.8,1.3,72.5,8.14,0.0
2017-06-07,11.6,11.74,14.6,19.6,1.1,94.6,4.44,0.0
2017-06-08,0.0,11.91,15.5,26.5,1.8,66.6,22.06,0.0
2017-06-09,7.9,16.01,14.1,27.5,2.1,68.8,17.58,0.0
2017-06-10,0.4,12.16,15.5,27.7,1.4,54.1,26.48,0.0
2017-06-11,0.1,16.2,11.1,29.3,2.0,52.0,27.31,0.0
2017-06-12,0.0,4.25,13.5,27.6,2.2,57.9,25.46,0.0
2017-06-13,1.8,12.32,14.8,23.6,1.5,75.5,16.59,0.0
2017-06-14,0.0,4.45,15.0,28.1,1.3,70.4,20.52,0.0
2017-06-15,0.0,4.55,15.7,30.8,1.4,60.1,25.4,0.0
2017-06-16,0.0,4.67,17.4,32.2,1.3,61.9,24.1,0.0
2017-06-17,0.0,0.87,19.1,31.9,1.6,61.4,24.38,0.0
2017-06-18,0.0,4.96,18.1,33.8,1.4,57.6,25.39,0.0
2017-06-19,0.0,1.15,18.1,31.5,1.3,59.1,22.2,0.0
2017-06-20,0.0,1.28,18.2,33.5,1.4,55.9,23.5,0.0
2017-06-21,1.2,5.37,22.1,30.3,1.7,59.6,17.93,0.0
